"","�..Movie.Name","Release.Date","Opening.Day","Opening.Weekend","End.of.Week.1","Lifetime..India.Only..Net.Collection.Crores.in.Release.Year.","�..imdbId","Column1","releaseYear","releaseDate","genre","writers","actors","directors","sequel","FirstWeekIMDBRating"
"601","Tere Naam","15-08-2003","1.85","4.78","7.74","14.53","tt0374271","#N/A",2003,"15-Aug-03","Romance","Bala (original story and screenplay) | Jainendra Jain (dialogue)","Salman Khan | Bhoomika Chawla | Mahima Chaudhry | Sachin Khedekar","Satish Kaushik","0",5
"602","Teri Meri Kahaani","22-Jun-12","5.25","16.75","23","25.75","tt2354407","#N/A",2012,"22-Jun-12","Drama | Romance","Robin Bhatt (screenplay) | Kunal Kohli (story) | Surabhi Rumbles (screenplay)","Shahid Kapoor | Priyanka Chopra | Prachi Desai | Neha Sharma","Kunal Kohli","0",2
"603","Tezz","27-Apr-12","3.5","11.08","14.9","15.42","tt1706317","#N/A",2012,"26-Apr-12","Action | Drama","Robin Bhatt | Aditya Dhar (dialogue writer)","Anil Kapoor | Ajay Devgn | Mohanlal | Kangana Ranaut","Priyadarshan","0",1
"604","Thank You","08-04-2011","5","18.5","30.5","46.57","tt1720254","#N/A",2011,"08-Apr-11","Comedy | Drama | Romance","Ikram Akhtar (screen play) | Nisar Akhtar | Anees Bazmee | Amitabh Bhattacharya (lyrics) | Kumaar (lyrics) | Ashiesh Pandit (lyrics)","Akshay Kumar | Bobby Deol | Sonam Kapoor | Sunil Shetty","Anees Bazmee","0",2
"605","The Camp","11-06-2010","N.A.","N.A.","N.A.","0.05","tt1912483","#N/A",2010,"11-Jun-10","Adventure | Drama","Shabbir Ahmed (lyrics) | Rohit Gahlowt (screenplay) | Nitin Mahadar (story) | Sudhakar Sharma (lyrics)","Sonali Kulkarni | Sanjay Mishra | Rakesh Bedi | Krishna Bhatt","Nitin Mahadar","0",1
"606","The Dirty Picture","02-12-2011","9.54","32.7","52.5","80","tt1954206","#N/A",2011,"02-Dec-11","Biography | Comedy | Drama","Rajat Arora","Vidya Balan | Emraan Hashmi | Tusshar Kapoor | Naseeruddin Shah","Milan Luthria","0",7
"607","The Dirty Relation","14-Jun-13","N.A.","N.A.","N.A.","0.025","tt3527144","#N/A",2013,"14-Jun-13","Thriller","N/A","Sanjay Chauhan | Jasleen Matharu | Kanwaljeet Matharu | Kesar Matharu","Kesar Matharu","0",1
"608","The Film Emotional Atyachar","03-09-2010","0N.A","0N.A","0N.A","0.98","tt1649760","#N/A",2010,"03-Sep-10","Comedy | Crime | Drama","Amitabh Bhattacharya (lyrics) | Bhavini Bheda | Kartik Krishnan (dialogues) | Virag Mishra (lyrics)","Ranvir Shorey | Vinay Pathak | Ravi Kishan | Mohit Ahlawat","Akshay Shere","0",1
"609","The Japanese Wife","09-04-2010","N.A.","N.A.","N.A.","0.49","tt1620620","#N/A",2010,"09-Apr-10","Drama | Romance","Kunal Basu (based on the story by) | Aparna Sen","Rahul Bose | Chigusa Takaku | Raima Sen | Moushumi Chatterjee","Aparna Sen","0",1
"610","The Killer","21-Jul-06","0.99","2.73","3.88","4.65","tt0833484","#N/A",2006,"21-Jul-06","Action | Comedy | Crime","Sanjay Masoom (dialogue)","Irrfan Khan | Emraan Hashmi | Priyanka Kothari | Bharati Achrekar","Hasnain Hyderabadwala | Raksha Mistry","0",2
"611","The Lunchbox","20-Sep-13","1.25","7.1","11.62","20.19","tt2350496","#N/A",2013,"20-Sep-13","Drama | Romance","Ritesh Batra (screenplay) | Vasan Bala (hindi dialogue writer)","Irrfan Khan | Nimrat Kaur | Nawazuddin Siddiqui | Lillete Dubey","Ritesh Batra","0",4
"612","The Shaukeens","07-Nov-14","5.12","18.52","18.88","28","tt3848888","#N/A",2014,"07-Nov-14","Comedy","Sai Kabir | Tigmanshu Dhulia (dialogue) | Tigmanshu Dhulia (screenplay) | Tigmanshu Dhulia (story)","Akshay Kumar | Lisa Haydon | Rati Agnihotri | Cyrus Broacha","Abhishek Sharma","0",2
"613","The Xpose","16-May-14","2.97","10.97","18.61","22.77","tt3645014","#N/A",2014,"16-May-14","Thriller","Himesh Reshammiya (story) | Jainesh Ejardar (screenplay) | Himesh Reshammiya (screenplay) | Bunty Rathore (dialogue)","Himesh Reshammiya | Yo Yo Honey Singh | Irrfan Khan | Zoya Afroz","Anant Mahadevan","0",2
"614","Thoda Pyaar Thoda Magic","27-Jun-08","3.34","11.52","16.85","21.67","tt1191138","#N/A",2008,"28-Jun-08","Comedy | Drama | Family","Rohena Gera (screenplay) | Kunal Kohli (story)","Rishi Kapoor | Saif Ali Khan | Rani Mukerji | Akshat Chopra","Kunal Kohli","0",2
"615","Titoo MBA","21-Nov-14","N.A","N.A","0.1","0.1","tt3309844","#N/A",2014,"21-Nov-14","Comedy","Puja Ballutia (story) | Puja Ballutia (script)","Nishant Dahiya | Pragya Jaiswal","Vats Amit","0",1
"616","Toonpur Ka Superrhero","24-12-2010","N.A.","1.4","2.37","3.55","tt1189006","#N/A",2010,"24-Dec-10","Animation | Action | Adventure","Raagi Bhatnagar (story) | Bhimsain (story) | Munna Dhiman (lyrics) | Mubeen Farooqi (dialogue) | Kireet Khurana (screenplay) | Kumaar (lyrics)","Ajay Devgn | Sanjay Dutt | Delnaaz Irani | Chinky Jaiswal","Kireet Khurana","0",1
"617","Traffic Signal","02-Feb-07","1.04","3.52","5.45","8.48","tt0819810","#N/A",2007,"02-Feb-07","Drama","Madhur Bhandarkar (dialogue) | Madhur Bhandarkar (screenplay) | Madhur Bhandarkar (story) | Nishant A Bhuse (story) | Sachin Yardi (dialogue) | Sachin Yardi (screenplay) | Sachin Yardi (story)","Kunal Khemu | Neetu Chandra | Upendra Limaye | Ranvir Shorey","Madhur Bhandarkar","0",4
"618","Trip to Bhangarh","22-Aug-14","N.A.","N.A.","0.12","0.14","tt4187650","#N/A",2014,"28-Aug-14","Horror","N/A","Manish Choudhary | Suzanna Mukherjee | Poonam Pandey","Jitendra Pawar","0",1
"619","Trump Card","01-01-2009","N.A.","N.A.","N.A.","0.02","tt1629424","#N/A",2010,"12-Mar-10","Action | Drama | Mystery","Arshad Khan (screenplay) | Yawer Rehman (screenplay) | Yawer Rehman (script)","Vikrum Kumar | Haidar Ali | Urvashi Chaudhary | Mansi Dovhal","Arshad Khan","0",1
"620","Tujhe Meri Kasam","03-01-2003","0.16","0.61","1.09","8.93","tt0348258","#N/A",2003,"03-Jan-03","Romance","Neeraj Vora (dialogue)","Ritesh Deshmukh | Shakti Kapoor | Supriya Karnik | Satish Shah","Vijay K. Bhaskar","0",6
"621","Tum Mile","13-11-2009","0N.A","5.75","9.24","9.28","tt1522329","#N/A",2009,"13-Nov-09","Drama | Romance","Kumaar (lyrics) | Sayeed Qadri (lyrics) | Ankur Tewari","Mantra | Prerna Chawla | Emraan Hashmi | J. Brandon Hill","Kunal Deshmukh","0",1
"622","Tum Milo Toh Sahi","02-04-2010","N.A.","N.A.","N.A.","3.52","tt1442583","#N/A",2010,"02-Apr-10","Comedy | Drama","Irshad Kamil (lyrics) | Rajen Makhijani (dialogue) | Rajen Makhijani (screenplay) | Rajen Makhijani (story) | Kabir Sadanand (story) | Sameer Siddiqui (dialogue) | Sameer Siddiqui (screenplay)","Nana Patekar | Dimple Kapadia | Sunil Shetty | Vidya Malvade","Kabir Sadanand","0",1
"623","Tumko Na Bhool Paayenge","22-Feb-02","1.28","3.61","5.99","10.53","tt0310254","#N/A",2002,"24-Feb-02","Action | Drama | Mystery","Rumi Jaffery","Salman Khan | Sushmita Sen | Dia Mirza | Sharat Saxena","Pankaj Parashar","0",2
"624","Turning 30!!!","14-01-2011","0N.A","0N.A","0N.A","1.16","tt1666184","#N/A",2011,"14-Jan-11","Comedy | Drama | Romance","Ram Goutam (lyrics) | Kumaar (lyrics) | Prashant Pandey (lyrics) | Suhas Shetty (lyrics) | Alankrita Shrivastava","Gul Panag | Purab Kohli | Sid Makkar | Jeneva Talwar","Alankrita Shrivastava","0",1
"625","Tutiya Dil","13-Jan-12","0N.A","0N.A","0.09","0.09","tt2224541","#N/A",2012,"13-Jan-12","Romance","Amit Khanna","Sidhant Kapur | Iris Maity | Suzanna Mukherjee | Nikhil Sabharwal","Amit Khanna","0",1
"626","U Me Aur Hum","11-Apr-08","2.21","7.59","12.08","20.98","tt1039995","#N/A",2008,"11-Apr-08","Comedy | Drama | Romance","Robin Bhatt (screenplay) | Ajay Devgn (story) | Ashwani Dhir (dialogue) | Sutanu Gupta (screenplay) | Akarsh Khurana (screenplay)","Ajay Devgn | Kajol | Sumeet Raghvan | Divya Dutta","Ajay Devgn","0",2
"627","U R My Jaan","23-09-2011","N.A.","N.A.","0.06","0.09","tt1847736","#N/A",2011,"23-Sep-11","Romance","Aron Govil","Mikaal | Preeti | Himani Shivpuri | Anil Dhawan","Aron Govil","0",1
"628","Udaan","16-07-2010","N.A.","1.25","2.5","3.35","tt1639426","#N/A",2010,"16-Jul-10","Drama","Vikramaditya Motwane | Anurag Kashyap | Satyanshu Singh (Rohan's poems and stories) | Devanshu Singh (Rohan's poems and stories)","Rajat Barmecha | Sanjay Gandhi | Ronit Roy | Manjot Singh","Vikramaditya Motwane","0",2
"629","Ugly Aur Pagli","01-Aug-08","1.32","4.53","6.68","7.13","tt1132606","#N/A",2008,"01-Aug-08","Comedy | Drama","Anil Pandey (story) | Amitabh Verma (lyrics) | Suparn Verma (additional screenplay & dialogue)","Mallika Sherawat | Ranvir Shorey | Bharati Achrekar | Zeenat Aman","Sachin Kamlakar Khot","0",2
"630","Umrao Jaan","03-Nov-06","1.52","4.27","6.09","7.43","tt0485522","#N/A",2006,"03-Nov-06","Drama | Romance","J.P. Dutta (screenplay) | O.P. Dutta (story) | Mirza Muhammad Hadi Ruswa (novel)","Aishwarya Rai Bachchan | Shabana Azmi | Sunil Shetty | Abhishek Bachchan","J.P. Dutta","0",1
"631","Unforgettable","13-Jun-14","N.A.","N.A.","0.02","0.02","tt2187167","#N/A",2014,"13-Jun-14","Drama | Romance","Arshad Yusuf Pathan","Usha Bachani | Hazel Croney | Pablo Gonzalez | Patrick Haider","Arshad Yusuf Pathan","0",1
"632","Ungli","28-Nov-14","3.6","12.8","19.15","19.47","tt3362728","#N/A",2014,"05-Dec-14","Comedy | Drama | Thriller","Renzil D'Silva (story) | Milap Zaveri (dialogue)","Emraan Hashmi | Kangana Ranaut | Sanjay Dutt | Randeep Hooda","Renzil D'Silva","0",1
"633","United Six","04-02-2011","N.A.","N.A.","N.A.","0.3","tt1821692","#N/A",2011,"04-Feb-11","Action | Drama | Thriller","Kapil Mishra | Vishal Aryan Singh","Brahim Achabbakhe | Russell Geoffrey Banks | Leigh Barwell | Isha Batwe","Vishal Aryan Singh","0",1
"634","Utt Pataang","04-02-2011","N.A.","N.A.","N.A.","0.33","tt1809399","#N/A",2011,"01-Feb-11","Comedy | Drama","Arun Kumar (lyrics) | Rohit Sharma (lyrics) | Saurabh Shukla (dialogues) | Saurabh Shukla (screenplay) | Srikanth Velagaleti (screenplay) | Srikanth Velagaleti (story)","Vinay Pathak | Saurabh Shukla | Mahie Gill | Mona Singh","Srikanth Velagaleti","0",1
"635","Vaada","07-01-2005","0.95","2.62","3.85","5.41","tt0442855","#N/A",2005,"07-Jan-05","Romance | Mystery | Drama","Rumi Jaffery","Arjun Rampal | Zayed Khan | Ameesha Patel | Alok Nath","Satish Kaushik","0",2
"636","Veer","22-01-2010","7","19.57","31.82","46","tt1185412","#N/A",2010,"22-Jan-10","Action | Adventure | Drama","Shailesh Verma (screenplay) | Shaktimaan Talwar (screenplay) | Salman Khan (story)","Salman Khan | Mithun Chakraborty | Jackie Shroff | Sohail Khan","Anil Sharma","0",3
"637","Vicky Donor","20-Apr-12","1.8","7.4","12.5","35.5","tt2317337","#N/A",2012,"20-Apr-12","Comedy | Romance","Juhi Chaturvedi (dialogue) | Juhi Chaturvedi (screenplay) | Juhi Chaturvedi (story)","Ayushmann Khurrana | Yami Gautam | Annu Kapoor | Dolly Ahluwalia","Shoojit Sircar","0",6
"638","Vikalp","07-01-2011","0N.A","0N.A","0N.A","0.11","tt1899342","#N/A",2011,"07-Jan-11","Crime | Drama | Mystery","Vishal Vijay Kumar | Kukku Prabhas (lyrics)","Pankaj Berry | Abhay Joshi | Jyoti Joshi | Abhijeet Leheri","Sachin P. Karande","0",1
"639","Vivah","10-Nov-06","0.83","2.84","5.63","31.56","tt0494290","#N/A",2006,"10-Nov-06","Drama | Family | Musical","Aash Karan Atal (dialogue) | Sooraj R. Barjatya (story)","Shahid Kapoor | Amrita Rao | Anupam Kher | Alok Nath","Sooraj R. Barjatya","0",8
"640","Vroom","14-05-2010","N.A.","N.A.","N.A.","0.06","tt1937455","#N/A",2010,"14-May-10","Action | Comedy | Crime","Sheetal Ladha (screenplay) | Sameer Rao (concept and story) | Deepak Segal (concept and story) | Savin Tuscano (screenplay) | Amitabh Verma (lyrics)","Raj Singh Arora | Gaurav Bajaj | Kalpana Bora | Kishore Chougule","Savin Tuscano","0",1
"641","Waah! Tera Kya Kehna","01-Nov-02","0.25","0.71","1.09","1.8","tt0339878","#N/A",2002,"01-Nov-02","Comedy","Rajeev Kaul","Govinda | Raveena Tandon | Preeti Jhangiani | Shakti Kapoor","Manoj Agrawal","0",1
"642","Wake Up Sid","02-10-2009","3.66","10.42","15.68","27.95","tt1324059","#N/A",2009,"02-Oct-09","Comedy | Drama | Romance","Ayan Mukherjee (story) | Niranjan Iyengar (dialogue)","Ranbir Kapoor | Konkona Sen Sharma | Supriya Pathak | Anupam Kher","Ayan Mukherjee","0",5
"643","Wanted","18-09-2009","5.1","15.57","33.63","60.24","tt1084972","#N/A",2009,"18-Sep-09","Action | Comedy | Crime","Sunil Kumar Agrawal (dialogue associate) | Shabbir Ahmed (lyrics) | Shiraz Ahmed (screenplay) | Wajid Ali (lyrics) | Arun Bhairav (lyrics) | Puri Jagannadh (story) | Jalees Sherwani (lyrics)","Salman Khan | Ayesha Takia | Vinod Khanna | Mahesh Manjrekar","Prabhudheva","0",6
"644","We Are Family","02-09-2010","2.7","14.2","17.86","21.64","tt1428459","#N/A",2010,"10-Sep-10","Drama | Family","Niranjan Iyengar (dialogue)","Kareena Kapoor | Kajol | Arjun Rampal | Amrita Prakash","Siddharth Malhotra","0",2
"645","Welcome","27-Dec-07","3.32","16.52","33.41","70.15","tt0488798","#N/A",2007,"21-Dec-07","Comedy | Crime | Drama","Anees Bazmee | Rajeev Kaul","Akshay Kumar | Nana Patekar | Anil Kapoor | Mallika Sherawat","Anees Bazmee","0",7
"646","Welcome to Sajjanpur","19-Sep-08","1.13","4.19","6.42","9.81","tt1221139","#N/A",2008,"19-Sep-08","Comedy | Drama","Ashok Mishra (screenplay) | Shyam Benegal (story)","Shreyas Talpade | Amrita Rao | Ravi Kishan | Ila Arun","Shyam Benegal","0",4
"647","Woh Lamhe","29-Sep-06","0.82","2.68","4.18","6.8","tt0833561","#N/A",2006,"29-Sep-06","Biography | Drama | Romance","Mahesh Bhatt (story) | Shagufta Rafique","Kangana Ranaut | Shiney Ahuja | Shaad Randhawa | Purab Kohli","Mohit Suri","0",2
"648","World Cupp 2011","18-12-2009","N.A.","N.A.","N.A.","0.11","tt1591615","#N/A",2009,"18-Dec-09","Crime | Drama | Sport","Ravi Kapoor (story)","Ravi Kapoor | Master Sagar Punjabi | Suresh Oberoi | Prem Chopra","Ravi Kapoor","0",1
"649","Ya Rab","07-Feb-14","0N.A","0N.A","0.17","0.23","tt3303416","#N/A",2014,"07-Feb-14","Drama","N/A","Indrapal Ahuja | Neha Baam | Vikram Dahiya | Rakesh Deewana","Hasnain Hyderabadwala","0",1
"650","Yaariyan","10-Jan-14","5.75","19.2","31.5","40.14","tt3382148","#N/A",2014,"10-Jan-14","Drama | Romance","N/A","Himansh Kohli | Vivek Bhatnagar | Nicole Faria | Gulshan Grover","Divya Khosla","0",4
"651","Yamla Pagla Deewana","14-01-2011","7.95","22.8","33.99","55.28","tt1773109","#N/A",2011,"14-Jan-11","Action | Comedy | Drama","Jasvinder Bath (story) | Jasvinder Bath","Nafisa Ali | Madhuri Bhattacharya | Emma Brown Garett | Mahek Chahal","Samir Karnik","0",6
"652","Yamla Pagla Deewana 2","07-Jun-13","7.5","22.5","32","36.7","tt2510874","#N/A",2013,"07-Jun-13","Action | Comedy | Drama","Jasvinder Bath (screenplay) | Lynda Deol (story)","Dharmendra | Sunny Deol | Bobby Deol | Neha Sharma","Sangeeth Sivan","1",2
"653","Ye Stupid Pyar","09-12-2011","0N.A","0N.A","0N.A","0.01","tt1893409","#N/A",2011,"09-Dec-11","Romance","Rakesh Jain","Jatin Khurana | Noopur Patwardhan | Akansha | Sahil Vaid","Jain Rakesh","0",1
"654","Yeh Dil Aashiqanaa","18-Jan-02","0.47","1.47","2.57","6.22","tt0307682","#N/A",2002,"N/A","Action | Romance","N/A","Jividha Sharma | Mohan Azaad | Arun Bakshi | Rajat Bedi","Sandesh Kohli","0",4
"655","Yeh Faasley","04-03-2011","N.A.","N.A.","N.A.","0.22","tt1797548","#N/A",2011,"04-Mar-11","Crime | Drama | Mystery","Arpita Chatterjee (story) | Sameer Kohli (story) | Rajen Makhijani (screenplay) | Rajen Makhijani (story) | Yogesh Mittal (dialogue) | Yogesh Mittal (screenplay) | Yogesh Mittal (story) | Atul Tiwari (dialogue) | Atul Tiwari (screenplay) | Atul Tiwari (story)","Rachita Bhattacharya | Seema Biswas | Sudha Chandran | Sanjiv Chopra","Yogesh Mittal","0",1
"656","Yeh Hai Bakrapur","09-May-14","0.2","N.A.","0.7","0.7","tt3524410","#N/A",2014,"09-May-14","Comedy | Drama","Azad Alam (additional screenplay & dialogue) | Janaki Vishwanathan (screenplay) | Janaki Vishwanathan","Asif Basra | Anshuman Jha | Yoshika Verma | Amit Sial","Janaki Vishwanathan","0",1
"657","Yeh Hai Jalwa","26-Jul-02","0.87","2.45","3.7","5.49","tt0328671","#N/A",2002,"03-Jul-02","Comedy | Drama | Romance","Rumi Jaffery (dialogue) | Imtiaz Patel (screenplay) | Imtiaz Patel (story) | Yunus Sajawal (screenplay) | Yunus Sajawal (story)","Rishi Kapoor | Salman Khan | Ameesha Patel | Rati Agnihotri","David Dhawan","0",2
"658","Yeh Jawaani Hai Deewani","31-May-13","19.45","62.11","107.61","188.57","tt2178470","#N/A",2013,"31-May-13","Drama | Musical | Romance","Hussain Dalal (dialogue) | Ayan Mukherjee (story)","Ranbir Kapoor | Deepika Padukone | Aditya Roy Kapoor | Kalki Koechlin","Ayan Mukherjee","0",8
"659","Yeh Jo Mohabbat Hai","03-Aug-12","N.A.","N.A.","0.22","0.26","tt2155776","#N/A",2012,"03-Aug-12","Drama","Dilip Shukla","Rati Agnihotri | Mohnish Bahl | Nazia Hussain | Farida Jalal","Shree Narayan Singh","0",1
"660","Yeh Kya Ho Raha Hai?","11-Oct-02","0.51","1.4","2.11","2.91","tt0338566","#N/A",2002,"11-Oct-02","Comedy | Romance","Suparn Verma (story) | Suparn Verma (screenplay)","Prashant Chianani | Aamir Ali Malik | Vaibhav Jhalani | Yash Pandit","Hansal Mehta","0",2
"661","Yeh Saali Zindagi","04-02-2011","1.15","4.6","7.5","12.1","tt1754920","#N/A",2011,"04-Feb-11","Crime | Drama | Thriller","Manu Rishi Chadha (dialogues) | Swanand Kirkire (lyrics) | Sudhir Mishra (dialogues) | Sudhir Mishra (story)","Irrfan Khan | Chitrangda Singh | Arunoday Singh | Aditi Rao Hydari","Sudhir Mishra","0",3
"662","Yeh Teraa Ghar Yeh Meraa Ghar","12-Oct-01","0.54","1.59","2.6","3.87","tt0298606","#N/A",2001,"12-Oct-01","Comedy | Drama","Priyadarshan (story) | Neeraj Vora (dialogue) | Neeraj Vora (screenplay)","Sunil Shetty | Mahima Chaudhry | Paresh Rawal | Saurabh Shukla","Priyadarshan","0",2
"663","Youngistaan","28-Mar-14","0.98","4","6.13","6.91","tt3514330","#N/A",2014,"28-Mar-14","Drama","Ramiz Ilham Khan (story) | Syed Ahmed Afzal (story) | Maitrey Bajpai (story)","Jacky Bhagnani | Neha Sharma | Farooq Shaikh | Boman Irani","Syed Ahmed Afzal","0",1
"664","Yuvvraaj","21-Nov-08","2.88","9.02","12.94","16.89","tt1105747","#N/A",2008,"21-Nov-08","Comedy | Drama | Romance","Sachin Bhowmick (screenplay) | Subhash Ghai (story) | Kamlesh Pandey (screenplay)","Salman Khan | Anil Kapoor | Zayed Khan | Mithun Chakraborty","Subhash Ghai","0",1
"665","Zahreela","02-Mar-01","0.13","0.35","0.53","0.87","tt1176141","#N/A",2001,"05-Mar-01","Action","Iqbal Durrani (dialogue) | Sanjay Kumar (screenplay)","Vikas Anand | Asrani | Mithun Chakraborty | Gulshan Grover","Raj N. Sippy","0",1
"666","Zameen","26-09-2003","1.45","4.22","6.58","11","tt0382385","#N/A",2003,"26-Sep-03","Action","Robin Bhatt (additional screenplay) | Javed Siddiqui (dialogue) | Suparn Verma (screenplay) | Suparn Verma (story)","Ajay Devgn | Abhishek Bachchan | Bipasha Basu | Mukesh Tiwari","Rohit Shetty","0",3
"667","Zanjeer","06-Sep-13","3.58","10.16","15.19","15.19","tt2357489","#N/A",2013,"06-Sep-13","Action","Salim Khan (original story) | Javed Akhtar (original story) | Apoorva Lakhia (story) | Chintan Gandhi (dialogue) | Suresh Nair (screenplay)","Ram Charan | Priyanka Chopra | Sanjay Dutt | Prakash Raj","Apoorva Lakhia","0",1
"668","Zed Plus","28-Nov-14","N.A.","N.A.","0.47","0.47","tt4190220","#N/A",2014,"28-Nov-14","N/A","Chandra Prakash Dwivedi (screen play and dialogue by) | Ramkumar Singh (screen play and dialogue by) | Ramkumar Singh (story)","Adil Hussain | Ekavali Khanna | Kulbhushan Kharbanda | Sanjay Mishra","Chandra Prakash Dwivedi","0",1
"669","Zeher","25-03-2005","0.64","2.06","3.45","7.34","tt0451983","#N/A",2005,"25-Mar-05","Thriller","Mahesh Bhatt (screenplay)","Emraan Hashmi | Shamita Shetty | Udita Goswami | Sameer Kochhar","Mohit Suri","0",4
"670","Zid","28-Nov-14","2.82","8.68","14.08","14.08","tt4228746","#N/A",2014,"28-Nov-14","Thriller","Vivek Agnihotri | Rohit Malhotra","Shradha Das | Mohan Kapoor | Mannara | Karanvir Sharma","Rohit Malhotra | Anubhav Sinha","0",2
"671","Zinda","12-Jan-06","1.3","3.63","5.92","10.17","tt0488906","#N/A",2006,"12-Jan-06","Action | Adventure | Drama","Vishal Dadlani (lyrics) | Sanjay Gupta (screenplay) | Anwar Maqsood (lyrics) | Virag Mishra (lyrics) | Suresh Nair (screenplay) | Kamlesh Pandey (dialogues)","Sanjay Dutt | John Abraham | Lara Dutta | Celina Jaitly","Sanjay Gupta","0",2
"672","Zindagi Na Milegi Dobara","15-07-2011","8","28.25","45.4","90.27","tt1562872","#N/A",2011,"15-Jul-11","Adventure | Comedy | Drama","Farhan Akhtar (dialogue) | Zoya Akhtar (story) | Zoya Akhtar | Reema Kagti (story)","Katrina Kaif | Hrithik Roshan | Naseeruddin Shah | Farhan Akhtar","Zoya Akhtar","0",6
"673","Zindagi Tere Naam","16-Mar-12","N.A.","N.A.","0.03","0.04","tt2164702","#N/A",2012,"16-Mar-12","Romance","Sanjay Masoom","Mithun Chakraborty | Ranjeeta Kaur | Sajid Ali | Supriya Karnik","Ashu Trikha","0",1
"674","Zokkomon","22-04-2011","N.A.","N.A.","N.A.","0.61","tt1605790","#N/A",2011,"22-Apr-11","Action | Adventure | Drama","Javed Akhtar (lyrics) | Satyajit Bhatkal (story) | Svati Chakravarty Bhatkal (story) | Lancy Fernandes (story) | Divy Nidhi Sharma (dialogues)","Anupam Kher | Manjari Phadnis | Tinnu Anand | Sheeba Chaddha","Satyajit Bhatkal","0",1
"675","Zubeidaa","01-Jan-01","0.19","0.64","1.21","3.48","tt0255713","#N/A",2001,"19-Jan-01","Adventure | Biography | Drama","Khalid Mohamed (original story and screenplay) | Javed Siddiqui (dialogue)","Karisma Kapoor | Rekha | Manoj Bajpayee | Rajit Kapoor","Shyam Benegal","0",1
