Column1,�..Movie.Name,Release.Date,Opening.Day,Opening.Weekend,End.of.Week.1,Lifetime..India.Only..Net.Collection.Crores.in.Release.Year.,�..imdbId,releaseYear,releaseDate,genre,writers,actors,directors,sequel,FirstWeekIMDBRating
542,Rang De Basanti,26-Jan-06,3.12,7.69,15.35,53.08,tt0405508,2006,26-Jan-06,Drama,Renzil D'Silva (screenplay) | Rakeysh Omprakash Mehra (screenplay) | Kamlesh Pandey (story),Aamir Khan | Siddharth | Sharman Joshi | Kunal Kapoor,Rakeysh Omprakash Mehra,0,6
108,Boss,16-Oct-13,12.75,40.75,45.55,54.15,tt2571140,2013,16-Oct-13,Action | Comedy | Drama,Siby K. Thomas (original story) | Udaykrishnan (original story) | Farhad | Sajid,Akshay Kumar | Shiv Pandit | Mithun Chakraborty | Ronit Roy,Anthony D'Souza,0,2
685,Yamla Pagla Deewana,14-01-2011,7.95,22.8,33.99,55.28,tt1773109,2011,14-Jan-11,Action | Comedy | Drama,Jasvinder Bath (story) | Jasvinder Bath,Nafisa Ali | Madhuri Bhattacharya | Emma Brown Garett | Mahek Chahal,Samir Karnik,0,6
319,Jodhaa Akbar,15-Feb-08,3.81,13.32,21.83,56.04,tt0449994,2008,15-Feb-08,Action | Adventure | Biography,Haidar Ali (story) | Haidar Ali (screenplay) | Ashutosh Gowariker (screenplay) | K.P. Saxena (dialogue),Hrithik Roshan | Aishwarya Rai Bachchan | Sonu Sood | Poonam Sinha,Ashutosh Gowariker,0,5
252,Haider,02-Oct-14,6.14,26.78,41,56.09,tt3390572,2014,02-Oct-14,Crime | Drama | Romance,"William Shakespeare (based on the play ""Hamlet"" by) | Basharat Peer (screenplay) | Vishal Bhardwaj (screenplay) | Vishal Bhardwaj (dialogue)",Tabu | Shahid Kapoor | Shraddha Kapoor | Kay Kay Menon,Vishal Bhardwaj,0,4
430,Mary Kom,05-Sep-14,8.4,30.6,46,56.5,tt3001638,2014,05-Sep-14,Biography | Drama | Sport,Saiwyn Qadras (story) | Ramendra Vasishth (dialogue) | Karan Singh Rathore (dialogue),Priyanka Chopra | Zachary Coffin | Darshan Kumaar | Darshan Kumar,Omung Kumar,0,5
34,Action Jackson,05-Dec-14,10.25,29.25,45.16,57.78,tt0403935,2014,05-Dec-14,Action | Drama | Romance,A.C. Mughil | Prabhudheva | Shiraz Ahmed (dialogue),Sonakshi Sinha | Shahid Kapoor | Ajay Devgn | Sunil Shetty,Prabhudheva,0,2
437,Mere Brother Ki Dulhan,09-09-2011,7.4,25.9,38.99,58.7,tt1740710,2011,09-Sep-11,Comedy | Drama | Romance,Ali Abbas Zafar,Imran Khan | Katrina Kaif | Ali Zafar | Tara D'Souza,Ali Abbas Zafar,0,6
82,Besharam,02-Oct-13,21.56,47.69,52.1,59.79,tt2576450,2013,02-Oct-13,Comedy | Romance,Rajeev Barnwal | Abhinav Kashyap,Ranbir Kapoor | Pallavi Sharda | Rishi Kapoor | Neetu Singh,Abhinav Kashyap,0,2
499,Partner,20-07-2009,5.38,16.57,27.74,60.05,tt0807758,2007,20-Jul-07,Comedy | Romance,Shabbir Ahmed (lyrics) | Sanjay Chhel (dialogue) | David Dhawan (screenplay) | Yunus Sajawal (screenplay) | Jalees Sherwani (lyrics),Salman Khan | Govinda | Lara Dutta | Katrina Kaif,David Dhawan,0,7
675,Wanted,18-09-2009,5.1,15.57,33.63,60.24,tt1084972,2009,18-Sep-09,Action | Comedy | Crime,Sunil Kumar Agrawal (dialogue associate) | Shabbir Ahmed (lyrics) | Shiraz Ahmed (screenplay) | Wajid Ali (lyrics) | Arun Bhairav (lyrics) | Puri Jagannadh (story) | Jalees Sherwani (lyrics),Salman Khan | Ayesha Takia | Vinod Khanna | Mahesh Manjrekar,Prabhudheva,0,6
528,Raanjhanaa,21-Jun-13,5.12,20.08,33.93,60.35,tt2359810,2013,21-Jun-13,Drama | Romance,Himanshu Sharma,Dhanush | Sonam Kapoor | Mohammed Zeeshan Ayyub | Swara Bhaskar,Aanand Rai,0,6
532,Race,21-Mar-08,6.32,21.06,33.33,60.83,tt1017456,2008,21-Mar-08,Action | Crime | Drama,Shiraz Ahmed (screenplay) | Shiraz Ahmed (story) | Jitendra Parmar (dialogue) | Anurag Prapanna (dialogue),Saif Ali Khan | Akshaye Khanna | Bipasha Basu | Katrina Kaif,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,0,6
625,Tees Maar Khan,24-12-2010,13,38.25,49.75,60.91,tt1572311,2010,24-Dec-10,Comedy | Crime | Drama,Vishal Dadlani (lyrics) | Anvita Dutt Guptan (lyrics) | Ashmith Kunder (screenplay) | Shirish Kunder (dialogue) | Shirish Kunder (screenplay) | Shirish Kunder (story),Katrina Kaif | Salman Khan | Akshay Kumar | Farah Khan,Farah Khan,0,5
525,Queen,07-Mar-14,1.8,10,18.8,61,tt3322420,2014,07-Mar-14,Adventure | Comedy | Drama,Vikas Bahl (story) | Chaitally Parmar (story) | Parveez Sheikh (story) | Anvita Dutt (dialogue) | Kangana Ranaut (dialogue),Kangana Ranaut | Rajkummar Rao | Lisa Haydon | Mish Boyko,Vikas Bahl,0,6
614,Taare Zameen Par,21-Dec-07,2.62,9.65,16.57,61.83,tt0986264,2007,21-Dec-07,Drama | Family,Amole Gupte (dialogue & screenplay) | Amole Gupte (story),Darsheel Safary | Aamir Khan | Tanay Chheda | Sachet Engineer,Aamir Khan | Amole Gupte,0,7
290,Humshakals,20-Jun-14,12.5,40.13,56.35,63.72,tt3036740,2014,20-Jun-14,Comedy,Sajid Khan (story) | Robin Bhatt (screenplay) | Sajid Khan (screenplay) | Akarsh Khurana (screenplay) | Adhir Bhatt (additional dialogue),Saif Ali Khan | Ritesh Deshmukh | Ram Kapoor | Bipasha Basu,Sajid Khan,0,2
575,Satyagraha,30-Aug-13,11.21,39.12,55.43,63.74,tt2275802,2013,30-Aug-13,Drama,Prakash Jha | Anjum Rajabali,Kareena Kapoor | Amitabh Bachchan | Ajay Devgn | Arjun Rampal,Prakash Jha,0,2
43,Ajab Prem Ki Ghazab Kahani,06-11-2009,6.64,22.52,35.83,64.6,tt1252596,2009,06-Nov-09,Comedy | Romance,K. Rajeshwar (story) | Rajkumar Santoshi (screenplay) | R.D. Tailang (dialogues) | R.D. Tailang (screenplay),Katrina Kaif | Ranbir Kapoor | Darshan Jariwala | Smita Jaykar,Rajkumar Santoshi,0,7
403,Love Aaj Kal,31-07-2009,8.02,27.86,42.8,66.56,tt1275863,2009,31-Jul-09,Comedy | Drama | Romance,Imtiaz Ali,Saif Ali Khan | Deepika Padukone | Rishi Kapoor | Rahul Khanna,Imtiaz Ali,0,1
604,Special 26,08-Feb-13,7,27,44,66.8,tt2377938,2013,08-Feb-13,Crime | Drama | Thriller,Neeraj Pandey,Akshay Kumar | Kajal Agarwal | Manoj Bajpayee | Jimmy Shergill,Neeraj Pandey,0,5
592,Singh Is Kinng,08-Aug-08,7.24,25.53,39.38,67.91,tt1146325,2008,08-Aug-08,Action | Comedy | Crime,Anees Bazmee (writer & dialogue) | Vipul Binjola (dialogue) | Suresh Nair | Rishi Virmani (dialogue),Akshay Kumar | Katrina Kaif | Om Puri | Kiron Kher,Anees Bazmee,0,7
351,Khiladi 786,07-Dec-12,10.4,34.3,52.55,70,tt2166214,2012,07-Dec-12,Action | Comedy,Kushal Bakshi (screenplay) | Bunty Rathore (dialogue) | Himesh Reshammiya (story),Akshay Kumar | Asin | Raj Babbar | Vipin Bakshi,Ashish R. Mohan,0,4
679,Welcome,27-Dec-07,3.32,16.52,33.41,70.15,tt0488798,2007,21-Dec-07,Comedy | Crime | Drama,Anees Bazmee | Rajeev Kaul,Akshay Kumar | Nana Patekar | Anil Kapoor | Mallika Sherawat,Anees Bazmee,0,7
142,Cocktail,13-Jul-12,11,36,54,71,tt2168910,2012,13-Jul-12,Comedy | Drama | Romance,Imtiaz Ali | Sajid Ali,Deepika Padukone | Saif Ali Khan | Randeep Hooda | Boman Irani,Homi Adajania,0,6
214,Entertainment,08-Aug-14,11.16,36.69,56.5,72.02,tt2978626,2014,08-Aug-14,Comedy,Farhad (screenplay) | Sajid (screenplay) | K. Subhash (story),Akshay Kumar | Tamannaah Bhatia | Johnny Lever | Prakash Raj,Farhad | Sajid,0,2
371,Krrish,23-Jun-06,6,17.34,29.3,72.16,tt0432637,2006,23-Jun-06,Action | Adventure | Romance,Robin Bhatt (screenplay) | Sachin Bhowmick (screenplay) | Honey Irani (screenplay) | Akarsh Khurana (screenplay) | Sanjay Masoom (dialogue) | Rakesh Roshan (screenplay),Rekha | Hrithik Roshan | Priyanka Chopra | Sharat Saxena,Rakesh Roshan,1,8
278,Housefull,30-04-2010,10,29.8,52.3,75.62,tt1573072,2010,30-Apr-10,Comedy,Anvita Dutt Guptan (dialogues) | Sajid Khan (screenplay) | Sajid Nadiadwala (story) | Sameer (lyrics) | Vibha Singh (screenplay) | Milap Zaveri (screenplay),Akshay Kumar | Arjun Rampal | Deepika Padukone | Lara Dutta,Sajid Khan,0,6
287,Humpty Sharma Ki Dulhania,11-Jul-14,9.02,33.74,53.31,76.81,tt3678938,2014,11-Jul-14,Comedy | Drama | Romance,Shashank Khaitan,Varun Dhawan | Alia Bhatt | Sidharth Shukla | Ashutosh Rana,Shashank Khaitan,0,6
486,Om Shanti Om,09-Nov-07,5.53,21.47,36.38,78.17,tt1024943,2007,09-Nov-07,Action | Comedy | Drama,Farah Khan (story) | Mushtaq Sheikh (screenplay) | Farah Khan (screenplay) | Mayur Puri (dialogue),Shah Rukh Khan | Arjun Rampal | Kiron Kher | Shreyas Talpade,Farah Khan,0,8
25,Aashiqui 2,26-Apr-13,6.25,20.5,38.4,78.42,tt2203308,2013,26-Apr-13,Drama | Music | Musical,Shagufta Rafique,Aditya Roy Kapoor | Shraddha Kapoor | Shaad Randhawa | Salil Acharya,Mohit Suri,1,8
247,Gunday,14-Feb-14,16.12,43.93,63.08,78.6,tt2574698,2014,14-Feb-14,Action | Crime | Drama,Ali Abbas Zafar | Sanjay Masoom (additional dialogue),Ranveer Singh | Arjun Kapoor | Priyanka Chopra | Irrfan Khan,Ali Abbas Zafar,0,5
635,The Dirty Picture,02-12-2011,9.54,32.7,52.5,80,tt1954206,2011,02-Dec-11,Biography | Comedy | Drama,Rajat Arora,Vidya Balan | Emraan Hashmi | Tusshar Kapoor | Naseeruddin Shah,Milan Luthria,0,7
461,My Name Is Khan,12-02-2010,8,30,48.45,82.52,tt1188996,2010,12-Feb-10,Drama | Romance | Thriller,Shibani Bathija (story) | Shibani Bathija (dialogue) | Niranjan Iyengar (dialogue),Shah Rukh Khan | Kajol | Katie A. Keane | Kenton Duty,Karan Johar,0,6
530,Rab Ne Bana Di Jodi,12-Dec-08,6.76,24.32,41.79,84.68,tt1182937,2008,12-Dec-08,Comedy | Drama | Musical,Aditya Chopra (story),Shah Rukh Khan | Vinay Pathak | Anushka Sharma | M.K. Raina,Aditya Chopra,0,8
709,Zindagi Na Milegi Dobara,15-07-2011,8,28.25,45.4,90.27,tt1562872,2011,15-Jul-11,Adventure | Comedy | Drama,Farhan Akhtar (dialogue) | Zoya Akhtar (story) | Zoya Akhtar | Reema Kagti (story),Katrina Kaif | Hrithik Roshan | Naseeruddin Shah | Farhan Akhtar,Zoya Akhtar,0,6
616,Talaash,30-Nov-12,13.5,47.1,67.9,93.4,tt1787988,2012,30-Nov-12,Crime | Drama | Mystery,Farhan Akhtar (dialogue) | Anurag Kashyap (additional dialogue) | Zoya Akhtar (story) | Reema Kagti (story) | Zoya Akhtar (screenplay) | Reema Kagti (screenplay),Aamir Khan | Kareena Kapoor | Rani Mukerji | Nawazuddin Siddiqui,Reema Kagti,0,5
527,Raajneeti,04-06-2010,10.5,33.63,56,93.66,tt1291465,2010,04-Jun-10,Action | Crime | Drama,Prakash Jha | Anjum Rajabali | Sameer (lyrics),Naseeruddin Shah | Arjun Rampal | Nana Patekar | Ranbir Kapoor,Prakash Jha,0,7
593,Singham,22-07-2011,8.94,30.98,51.25,100.3,tt1948150,2011,22-Jul-11,Action | Crime | Drama,Farhad | Farhad | Hari (original story) | Yunus Sajawal (screenplay) | Sajid (dialogue),Ajay Devgn | Kajal Agarwal | Prakash Raj | Sonali Kulkarni,Rohit Shetty,0,7
533,Race 2,25-Jan-13,15.12,51.35,76.1,100.45,tt1375789,2013,25-Jan-13,Action | Crime | Drama,Shiraz Ahmed (screenplay) | Kiran Kotrial (dialogue),Anil Kapoor | Saif Ali Khan | John Abraham | Deepika Padukone,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,1,5
242,Grand Masti,13-Sep-13,12.51,40.18,67.4,102,tt2476154,2013,13-Sep-13,Comedy | Drama | Romance,Tushar Hiranandani (story) | Milap Zaveri (dialogue) | Milap Zaveri (story),Ritesh Deshmukh | Vivek Oberoi | Aftab Shivdasani | Suresh Menon,Indra Kumar,1,7
2,2 States,18-Apr-14,12.42,38.06,60.73,102.13,tt2372678,2014,18-Apr-14,Drama | Romance,Chetan Bhagat (story) | Abhishek Varman (screenplay) | Hussain Dalal (dialogue),Arjun Kapoor | Alia Bhatt | Amrita Singh | Revathy,Abhishek Varman,0,7
105,Bol Bachchan,06-Jul-12,12.1,43.1,66.72,102.94,tt1728986,2012,06-Jul-12,Comedy,Farhad (dialogue) | Yunus Sajawal (screenplay) | Sajid (dialogue),Ajay Devgn | Asin | Abhishek Bachchan | Prachi Desai,Rohit Shetty,0,6
279,Housefull 2,06-Apr-12,14,42.5,64,106,tt1980986,2012,05-Apr-12,Comedy | Romance,Farhad (dialogue) | Farhad (screenplay) | Tushar Hiranandani (screenplay) | Sajid Khan (screenplay) | Sajid Nadiadwala (story) | Sajid (dialogue) | Sajid (screenplay),Akshay Kumar | Asin | John Abraham | Jacqueline Fernandez,Sajid Khan,1,7
240,Golmaal 3,05-11-2010,8,33.58,62.19,106.34,tt1562859,2010,05-Nov-10,Action | Comedy,Robin Bhatt (script consultant) | Farhad (dialogue) | Bunty Rathore (additional dialogue) | Yunus Sajawal (screenplay) | Sajid (dialogue),Mithun Chakraborty | Ajay Devgn | Kareena Kapoor | Tusshar Kapoor,Rohit Shetty,1,8
192,Don 2,23-12-2011,15.3,48.39,75.51,106.71,tt1285241,2011,23-Dec-11,Action | Crime | Drama,Farhan Akhtar (dialogue) | Farhan Akhtar (story) | Javed Akhtar (characters) | Salim Khan (characters) | Ameet Mehta (screenplay) | Ameet Mehta (story),Shah Rukh Khan | Priyanka Chopra | Hrithik Roshan | Om Puri,Farhan Akhtar,1,6
85,Bhaag Milkha Bhaag,12-Jul-13,8.65,32.3,52.44,108.93,tt2356180,2013,12-Jul-13,Biography | Drama | History,Prasoon Joshi,Farhan Akhtar | Sonam Kapoor | Pavan Malhotra | Art Malik,Rakeysh Omprakash Mehra,0,7
80,Barfi!,14-Sep-12,9.2,34.6,58.6,112.15,tt2082197,2012,14-Sep-12,Adventure | Comedy | Drama,Anurag Basu (story) | Tani Basu (story) | Sanjeev Dutta (dialogue),Ranbir Kapoor | Priyanka Chopra | Ileana | Saurabh Shukla,Anurag Basu,0,7
526,Ra.One,26-10-2011,18.5,92,99,114.29,tt1562871,2011,26-Oct-11,Action | Adventure | Sci-Fi,David Benullo | Kanika Dhillon (dialogue) | Kanika Dhillon (screenplay) | Niranjan Iyengar (dialogue) | Shah Rukh Khan (screenplay) | Mushtaq Sheikh (screenplay) | Anubhav Sinha (story),Arjun Rampal | Shah Rukh Khan | Kareena Kapoor | Shahana Goswami,Anubhav Sinha,0,6
38,Agneepath,26-Jan-12,23,67.5,91.05,115,tt1849718,2012,26-Jan-12,Action | Crime | Drama,Ila Bedi Dutta (screenplay) | Karan Malhotra (screenplay) | Piyush Mishra (dialogue),Hrithik Roshan | Priyanka Chopra | Sanjay Dutt | Rishi Kapoor,Karan Malhotra,0,7
308,Jai Ho,24-Jan-14,17.75,60.68,88.78,116,tt1188982,2014,24-Jan-14,Action | Drama,A.R. Murugadoss (story) | Dilip Shukla (screenplay),Salman Khan | Tabu | Sunil Shetty | Genelia D'Souza,Sohail Khan,0,5
546,Ready,03-06-2011,13.15,40.65,68.02,119.78,tt1708532,2011,03-Jun-11,Comedy | Romance,Ikram Akhtar (screenplay) | Nisar Akhtar (additional dialogue) | Farhad Bhiwandiwala (dialogue) | Gopimohan (story) | Rajeev Kaul (screenplay) | Sajid (dialogue),Salman Khan | Asin | Paresh Rawal | Mahesh Manjrekar,Anees Bazmee,0,8
305,Jab Tak Hai Jaan,13-Nov-12,15.23,80.73,98.41,120.85,tt2176013,2012,13-Nov-12,Drama | Romance,Aditya Chopra (story) | Aditya Chopra (screenplay) | Devika Bhagat (screenplay),Shah Rukh Khan | Katrina Kaif | Anushka Sharma | June Smith,Yash Chopra,0,6
558,Rowdy Rathore,01-Jun-12,15.1,48.3,79.52,133.25,tt2077833,2012,01-Jun-12,Action | Comedy,Shiraz Ahmed,Akshay Kumar | Sonakshi Sinha | Nasser | Paresh Ganatra,Prabhudheva,0,8
151,Dabangg,10-09-2010,14.5,48.5,81,138.88,tt1620719,2010,10-Sep-10,Action | Comedy | Crime,Dilip Shukla | Abhinav Kashyap,Salman Khan | Sonakshi Sinha | Vinod Khanna | Dimple Kapadia,Abhinav Kashyap,0,8
594,Singham Returns,15-Aug-14,32.09,77.69,112.59,140.62,tt2309764,2014,15-Aug-14,Action,Rohit Shetty (story) | Yunus Sajawal (screenplay) | Farhad (dialogue) | Sajid (dialogue),Kareena Kapoor | Ajay Devgn | Anupam Kher | Yo Yo Honey Singh,Rohit Shetty,1,7
104,Bodyguard,31-08-2011,21.6,88.75,115,148.86,tt1729637,2011,31-Aug-11,Romance,J.P. Chowksey (screenplay) | Kiran Kotrial (screenplay) | Siddique,Salman Khan | Kareena Kapoor | Raj Babbar | Asrani,Siddique,0,8
152,Dabangg 2,21-Dec-12,21.1,65,106.78,155,tt2112131,2012,21-Dec-12,Action | Comedy | Drama,Dilip Shukla,Salman Khan | Sonakshi Sinha | Prakash Raj | Vinod Khanna,Arbaaz Khan,1,8
694,Yeh Jawaani Hai Deewani,31-May-13,19.45,62.11,107.61,188.57,tt2178470,2013,31-May-13,Drama | Musical | Romance,Hussain Dalal (dialogue) | Ayan Mukherjee (story),Ranbir Kapoor | Deepika Padukone | Aditya Roy Kapoor | Kalki Koechlin,Ayan Mukherjee,0,8
208,Ek Tha Tiger,15-Aug-12,32.93,100.16,154.21,198.78,tt2016894,2012,15-Aug-12,Action | Romance | Thriller,Kabir Khan (dialogue) | Kabir Khan (screenplay) | Neelesh Misra (dialogue) | Neelesh Misra (screenplay),Salman Khan | Katrina Kaif | Ranvir Shorey | Girish Karnad,Kabir Khan,0,8
4,3 Idiots,25-12-2009,12.78,40.65,79.07,202.95,tt1187043,2009,25-Dec-09,Comedy | Drama,Rajkumar Hirani | Abhijit Joshi | Vidhu Vinod Chopra (screenplay),Aamir Khan | Kareena Kapoor | Madhavan | Sharman Joshi,Rajkumar Hirani,0,9
258,Happy New Year,24-Oct-14,44.97,108.86,157.57,203,tt2461132,2014,24-Oct-14,Action | Comedy | Crime,Althea Kaushal | Farah Khan | Mayur Puri,Shah Rukh Khan | Deepika Padukone | Vivaan Shah | Kareena Kapoor,Farah Khan,0,7
132,Chennai Express,09-Aug-13,33.12,100.42,156.7,227.13,tt2112124,2013,08-Aug-13,Action | Comedy | Romance,K. Subhash (story) | Yunus Sajawal (screenplay) | Robin Bhatt (additional screenplay) | Farhad (dialogue) | Sajid (dialogue),Deepika Padukone | Shah Rukh Khan | Satyaraj | Nikitin Dheer,Rohit Shetty,0,8
355,Kick,25-Jul-14,26.4,83.83,164.09,231.85,tt2372222,2014,25-Jul-14,Action | Comedy | Romance,Vakkantham Vamsi (story) | Rajat Arora (screenplay) | Keith Gomes (screenplay) | Sajid Nadiadwala (screenplay) | Chetan Bhagat (additional screenplay) | Rajat Arora (dialogue),Salman Khan | Jacqueline Fernandez | Nawazuddin Siddiqui | Randeep Hooda,Sajid Nadiadwala,0,8
372,Krrish 3,01-Nov-13,25.5,72.8,166.52,244.92,tt1029231,2013,01-Nov-13,Action | Sci-Fi,Rakesh Roshan (story) | Robin Bhatt (screenplay) | Honey Irani (screenplay) | Irfan Kamal (screenplay) | Akarsh Khurana (screenplay) | Rakesh Roshan (screenplay) | Sanjay Masoom (dialogue) | David Benullo (story),Hrithik Roshan | Amitabh Bachchan | Priyanka Chopra | Naseeruddin Shah,Rakesh Roshan,1,8
513,PK,19-Dec-14,26.63,95.41,183.09,340.8,tt2338151,2014,19-Dec-14,Comedy | Drama | Fantasy,Rajkumar Hirani | Abhijit Joshi | Sreerag Nambiar,Aamir Khan | Anushka Sharma | Sanjay Dutt | Boman Irani,Rajkumar Hirani,0,9
